priorities,real_happiness,after_strategy_happiness,strategy_id,num_of_flips
"['רבקה-זיו', 'נהריה', 'בני-ציון', 'פוריה', 'סורוקה', 'לניאדו', 'וולפסון', 'מעיני-הישועה', 'הלל-יפה', 'אסף-הרופא', 'איכילוב-סוראסקי', 'שערי-צדק', 'המרכזי-בעמק', 'קפלן', 'ברזילי', 'רבין-השרון', 'נצרת', 'יוספטל', 'הדסה', 'רמבם', 'מאיר', 'רבין-בילינסון', 'אסותא-אשדוד', 'כרמל', 'שיבא']",290.85999926,576.0,6,2
"['לניאדו', 'רבקה-זיו', 'נהריה', 'בני-ציון', 'פוריה', 'סורוקה', 'וולפסון', 'הלל-יפה', 'מעיני-הישועה', 'אסף-הרופא', 'איכילוב-סוראסקי', 'שערי-צדק', 'המרכזי-בעמק', 'רבין-השרון', 'ברזילי', 'קפלן', 'הדסה', 'רמבם', 'רבין-בילינסון', 'אסותא-אשדוד', 'יוספטל', 'כרמל', 'שיבא', 'מאיר', 'נצרת']",290.85999926,400.0,8,2
"['רבקה-זיו', 'נהריה', 'בני-ציון', 'פוריה', 'סורוקה', 'לניאדו', 'וולפסון', 'הלל-יפה', 'מעיני-הישועה', 'אסף-הרופא', 'איכילוב-סוראסקי', 'מאיר', 'המרכזי-בעמק', 'רבין-השרון', 'ברזילי', 'קפלן', 'הדסה', 'רבין-בילינסון', 'אסותא-אשדוד', 'רמבם', 'כרמל', 'שיבא', 'שערי-צדק', 'יוספטל', 'נצרת']",346.63999920000003,362.0600024,0,3
"['רבקה-זיו', 'נהריה', 'בני-ציון', 'פוריה', 'סורוקה', 'לניאדו', 'וולפסון', 'הלל-יפה', 'מעיני-הישועה', 'אסף-הרופא', 'איכילוב-סוראסקי', 'מאיר', 'המרכזי-בעמק', 'רבין-השרון', 'ברזילי', 'קפלן', 'הדסה', 'אסותא-אשדוד', 'רמבם', 'רבין-בילינסון', 'שערי-צדק', 'יוספטל', 'כרמל', 'שיבא', 'נצרת']",346.63999920000003,351.804196,3,3
"['רבקה-זיו', 'נהריה', 'בני-ציון', 'פוריה', 'סורוקה', 'לניאדו', 'וולפסון', 'הלל-יפה', 'מעיני-הישועה', 'אסף-הרופא', 'איכילוב-סוראסקי', 'מאיר', 'רבין-השרון', 'ברזילי', 'המרכזי-בעמק', 'קפלן', 'הדסה', 'רבין-בילינסון', 'אסותא-אשדוד', 'רמבם', 'כרמל', 'שיבא', 'שערי-צדק', 'יוספטל', 'נצרת']",346.63999920000003,359.01999759999995,5,3
"['רבקה-זיו', 'נהריה', 'בני-ציון', 'פוריה', 'סורוקה', 'לניאדו', 'מעיני-הישועה', 'וולפסון', 'הלל-יפה', 'אסף-הרופא', 'איכילוב-סוראסקי', 'שערי-צדק', 'המרכזי-בעמק', 'יוספטל', 'נצרת', 'קפלן', 'רבין-השרון', 'ברזילי', 'הדסה', 'רמבם', 'מאיר', 'אסותא-אשדוד', 'רבין-בילינסון', 'כרמל', 'שיבא']",346.63999920000003,576.0,6,3
"['לניאדו', 'רבקה-זיו', 'נהריה', 'בני-ציון', 'פוריה', 'סורוקה', 'וולפסון', 'הלל-יפה', 'מעיני-הישועה', 'אסף-הרופא', 'איכילוב-סוראסקי', 'מאיר', 'המרכזי-בעמק', 'רבין-השרון', 'ברזילי', 'קפלן', 'הדסה', 'רבין-בילינסון', 'אסותא-אשדוד', 'רמבם', 'כרמל', 'שיבא', 'שערי-צדק', 'יוספטל', 'נצרת']",346.63999920000003,400.0,8,3
"['רבקה-זיו', 'נהריה', 'בני-ציון', 'פוריה', 'סורוקה', 'לניאדו', 'מעיני-הישועה', 'וולפסון', 'הלל-יפה', 'אסף-הרופא', 'יוספטל', 'נצרת', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'שערי-צדק', 'רבין-השרון', 'קפלן', 'ברזילי', 'הדסה', 'אסותא-אשדוד', 'רמבם', 'מאיר', 'כרמל', 'רבין-בילינסון', 'שיבא']",529.0,576.0,6,4
"['רבקה-זיו', 'נהריה', 'בני-ציון', 'פוריה', 'מעיני-הישועה', 'לניאדו', 'סורוקה', 'וולפסון', 'הלל-יפה', 'יוספטל', 'נצרת', 'אסף-הרופא', 'המרכזי-בעמק', 'רבין-השרון', 'איכילוב-סוראסקי', 'שערי-צדק', 'קפלן', 'ברזילי', 'אסותא-אשדוד', 'הדסה', 'כרמל', 'רמבם', 'מאיר', 'רבין-בילינסון', 'שיבא']",529.0,576.0,6,5
"['רבקה-זיו', 'קפלן', 'אסף-הרופא', 'פוריה', 'סורוקה', 'לניאדו', 'וולפסון', 'הלל-יפה', 'מעיני-הישועה', 'בני-ציון', 'מאיר', 'רבין-בילינסון', 'המרכזי-בעמק', 'רבין-השרון', 'איכילוב-סוראסקי', 'נהריה', 'ברזילי', 'כרמל', 'שיבא', 'רמבם', 'אסותא-אשדוד', 'הדסה', 'שערי-צדק', 'יוספטל', 'נצרת']",531.679998432,541.01999996,0,6
"['רבקה-זיו', 'קפלן', 'אסף-הרופא', 'פוריה', 'סורוקה', 'לניאדו', 'וולפסון', 'הלל-יפה', 'מעיני-הישועה', 'מאיר', 'בני-ציון', 'המרכזי-בעמק', 'רבין-בילינסון', 'רבין-השרון', 'איכילוב-סוראסקי', 'ברזילי', 'נהריה', 'כרמל', 'אסותא-אשדוד', 'שיבא', 'רמבם', 'שערי-צדק', 'הדסה', 'יוספטל', 'נצרת']",531.679998432,534.3000001199999,1,6
"['רבקה-זיו', 'קפלן', 'אסף-הרופא', 'פוריה', 'סורוקה', 'לניאדו', 'וולפסון', 'הלל-יפה', 'בני-ציון', 'מאיר', 'מעיני-הישועה', 'רבין-בילינסון', 'המרכזי-בעמק', 'רבין-השרון', 'נהריה', 'איכילוב-סוראסקי', 'ברזילי', 'כרמל', 'שיבא', 'רמבם', 'אסותא-אשדוד', 'הדסה', 'שערי-צדק', 'יוספטל', 'נצרת']",531.679998432,548.60000016,2,6
"['רבקה-זיו', 'קפלן', 'אסף-הרופא', 'פוריה', 'סורוקה', 'לניאדו', 'וולפסון', 'הלל-יפה', 'מאיר', 'מעיני-הישועה', 'בני-ציון', 'המרכזי-בעמק', 'רבין-השרון', 'רבין-בילינסון', 'איכילוב-סוראסקי', 'ברזילי', 'נהריה', 'כרמל', 'אסותא-אשדוד', 'הדסה', 'שיבא', 'רמבם', 'שערי-צדק', 'יוספטל', 'נצרת']",531.679998432,545.08000002,3,6
"['רבקה-זיו', 'קפלן', 'אסף-הרופא', 'פוריה', 'סורוקה', 'לניאדו', 'וולפסון', 'הלל-יפה', 'מאיר', 'מעיני-הישועה', 'בני-ציון', 'רבין-בילינסון', 'המרכזי-בעמק', 'איכילוב-סוראסקי', 'ברזילי', 'רבין-השרון', 'כרמל', 'נהריה', 'שיבא', 'אסותא-אשדוד', 'רמבם', 'שערי-צדק', 'הדסה', 'יוספטל', 'נצרת']",531.679998432,549.64000018,5,6
"['קפלן', 'רבקה-זיו', 'אסף-הרופא', 'סורוקה', 'פוריה', 'לניאדו', 'וולפסון', 'הלל-יפה', 'מאיר', 'רבין-בילינסון', 'מעיני-הישועה', 'בני-ציון', 'המרכזי-בעמק', 'רבין-השרון', 'איכילוב-סוראסקי', 'ברזילי', 'כרמל', 'נהריה', 'שיבא', 'רמבם', 'אסותא-אשדוד', 'הדסה', 'שערי-צדק', 'יוספטל', 'נצרת']",531.679998432,576.0,8,6
"['רבקה-זיו', 'קפלן', 'אסף-הרופא', 'פוריה', 'סורוקה', 'לניאדו', 'וולפסון', 'מאיר', 'הלל-יפה', 'מעיני-הישועה', 'רבין-בילינסון', 'בני-ציון', 'המרכזי-בעמק', 'רבין-השרון', 'איכילוב-סוראסקי', 'ברזילי', 'נהריה', 'שיבא', 'רמבם', 'כרמל', 'הדסה', 'אסותא-אשדוד', 'שערי-צדק', 'יוספטל', 'נצרת']",531.679998432,558.6700002,9,6
