priorities,real_happiness,after_strategy_happiness,strategy_id,num_of_flips
"['רבקה-זיו', 'נהריה', 'בני-ציון', 'קפלן', 'רמבם', 'לניאדו', 'סורוקה', 'הלל-יפה', 'מאיר', 'מעיני-הישועה', 'אסף-הרופא', 'רבין-השרון', 'המרכזי-בעמק', 'יוספטל', 'ברזילי', 'רבין-בילינסון', 'שערי-צדק', 'הדסה', 'כרמל', 'פוריה', 'שיבא', 'וולפסון', 'איכילוב-סוראסקי', 'אסותא-אשדוד', 'נצרת']",480.25000048000004,489.0499992,0,5
"['רבקה-זיו', 'נהריה', 'בני-ציון', 'קפלן', 'סורוקה', 'רמבם', 'לניאדו', 'הלל-יפה', 'מעיני-הישועה', 'מאיר', 'אסף-הרופא', 'רבין-השרון', 'המרכזי-בעמק', 'יוספטל', 'ברזילי', 'שערי-צדק', 'רבין-בילינסון', 'כרמל', 'הדסה', 'פוריה', 'שיבא', 'וולפסון', 'איכילוב-סוראסקי', 'אסותא-אשדוד', 'נצרת']",480.25000048000004,505.35511425000004,1,5
"['רבקה-זיו', 'נהריה', 'בני-ציון', 'קפלן', 'רמבם', 'סורוקה', 'לניאדו', 'הלל-יפה', 'מעיני-הישועה', 'אסף-הרופא', 'מאיר', 'רבין-השרון', 'המרכזי-בעמק', 'יוספטל', 'ברזילי', 'שערי-צדק', 'הדסה', 'רבין-בילינסון', 'כרמל', 'פוריה', 'וולפסון', 'שיבא', 'איכילוב-סוראסקי', 'אסותא-אשדוד', 'נצרת']",480.25000048000004,488.54000088,3,5
"['רבקה-זיו', 'נהריה', 'בני-ציון', 'פוריה', 'לניאדו', 'מעיני-הישועה', 'סורוקה', 'וולפסון', 'הלל-יפה', 'יוספטל', 'נצרת', 'אסף-הרופא', 'רבין-השרון', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'שערי-צדק', 'קפלן', 'אסותא-אשדוד', 'ברזילי', 'כרמל', 'הדסה', 'רמבם', 'מאיר', 'רבין-בילינסון', 'שיבא']",480.25000048000004,576.0,6,5
"['קפלן', 'רבקה-זיו', 'נהריה', 'בני-ציון', 'רמבם', 'סורוקה', 'הלל-יפה', 'לניאדו', 'מאיר', 'מעיני-הישועה', 'אסף-הרופא', 'רבין-השרון', 'המרכזי-בעמק', 'יוספטל', 'ברזילי', 'רבין-בילינסון', 'שערי-צדק', 'הדסה', 'כרמל', 'שיבא', 'וולפסון', 'פוריה', 'איכילוב-סוראסקי', 'אסותא-אשדוד', 'נצרת']",480.25000048000004,484.0,8,5
"['רבקה-זיו', 'ברזילי', 'בני-ציון', 'רמבם', 'קפלן', 'סורוקה', 'אסותא-אשדוד', 'מאיר', 'מעיני-הישועה', 'הלל-יפה', 'אסף-הרופא', 'רבין-השרון', 'לניאדו', 'יוספטל', 'נהריה', 'רבין-בילינסון', 'הדסה', 'שערי-צדק', 'שיבא', 'פוריה', 'כרמל', 'וולפסון', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'נצרת']",544.0600002799999,548.71999992,0,6
"['רבקה-זיו', 'ברזילי', 'בני-ציון', 'קפלן', 'רמבם', 'סורוקה', 'אסותא-אשדוד', 'הלל-יפה', 'מאיר', 'מעיני-הישועה', 'אסף-הרופא', 'רבין-השרון', 'לניאדו', 'יוספטל', 'נהריה', 'רבין-בילינסון', 'שערי-צדק', 'הדסה', 'כרמל', 'שיבא', 'פוריה', 'וולפסון', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'נצרת']",544.0600002799999,557.84533364,1,6
"['רבקה-זיו', 'ברזילי', 'בני-ציון', 'רמבם', 'קפלן', 'סורוקה', 'אסותא-אשדוד', 'מאיר', 'הלל-יפה', 'מעיני-הישועה', 'אסף-הרופא', 'רבין-השרון', 'לניאדו', 'נהריה', 'יוספטל', 'רבין-בילינסון', 'הדסה', 'שערי-צדק', 'שיבא', 'כרמל', 'פוריה', 'וולפסון', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'נצרת']",544.0600002799999,556.37999996,2,6
"['רבקה-זיו', 'ברזילי', 'בני-ציון', 'קפלן', 'סורוקה', 'רמבם', 'אסותא-אשדוד', 'מאיר', 'הלל-יפה', 'מעיני-הישועה', 'אסף-הרופא', 'רבין-השרון', 'לניאדו', 'יוספטל', 'נהריה', 'הדסה', 'רבין-בילינסון', 'שערי-צדק', 'כרמל', 'פוריה', 'שיבא', 'וולפסון', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'נצרת']",544.0600002799999,576.0,3,6
"['רבקה-זיו', 'ברזילי', 'בני-ציון', 'קפלן', 'רמבם', 'סורוקה', 'אסותא-אשדוד', 'מאיר', 'הלל-יפה', 'מעיני-הישועה', 'אסף-הרופא', 'רבין-השרון', 'לניאדו', 'יוספטל', 'נהריה', 'רבין-בילינסון', 'הדסה', 'שערי-צדק', 'כרמל', 'שיבא', 'פוריה', 'וולפסון', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'נצרת']",544.0600002799999,560.85748172,4,6
"['רבקה-זיו', 'ברזילי', 'בני-ציון', 'רמבם', 'הדסה', 'קפלן', 'סורוקה', 'אסותא-אשדוד', 'מאיר', 'הלל-יפה', 'מעיני-הישועה', 'אסף-הרופא', 'רבין-השרון', 'לניאדו', 'יוספטל', 'רבין-בילינסון', 'נהריה', 'שערי-צדק', 'שיבא', 'כרמל', 'פוריה', 'וולפסון', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'נצרת']",544.0600002799999,550.1300002,7,6
"['ברזילי', 'רבקה-זיו', 'רמבם', 'בני-ציון', 'קפלן', 'סורוקה', 'אסותא-אשדוד', 'מאיר', 'הלל-יפה', 'אסף-הרופא', 'מעיני-הישועה', 'רבין-השרון', 'לניאדו', 'יוספטל', 'רבין-בילינסון', 'הדסה', 'נהריה', 'שערי-צדק', 'שיבא', 'כרמל', 'וולפסון', 'פוריה', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'נצרת']",544.0600002799999,553.0,8,6
"['רבקה-זיו', 'ברזילי', 'יוספטל', 'קפלן', 'הדסה', 'סורוקה', 'רבין-השרון', 'אסותא-אשדוד', 'שערי-צדק', 'נצרת', 'אסף-הרופא', 'לניאדו', 'מאיר', 'בני-ציון', 'רבין-בילינסון', 'רמבם', 'כרמל', 'הלל-יפה', 'שיבא', 'נהריה', 'פוריה', 'וולפסון', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'מעיני-הישועה']",546.80999988,576.0,1,7
"['רבקה-זיו', 'ברזילי', 'יוספטל', 'הדסה', 'קפלן', 'סורוקה', 'רבין-השרון', 'אסותא-אשדוד', 'שערי-צדק', 'נצרת', 'אסף-הרופא', 'מאיר', 'לניאדו', 'רבין-בילינסון', 'בני-ציון', 'רמבם', 'כרמל', 'שיבא', 'נהריה', 'הלל-יפה', 'פוריה', 'וולפסון', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'מעיני-הישועה']",546.80999988,552.6899995599999,4,7
"['ברזילי', 'רבקה-זיו', 'יוספטל', 'הדסה', 'קפלן', 'סורוקה', 'רבין-השרון', 'שערי-צדק', 'אסותא-אשדוד', 'נצרת', 'אסף-הרופא', 'מאיר', 'לניאדו', 'רבין-בילינסון', 'רמבם', 'כרמל', 'בני-ציון', 'שיבא', 'הלל-יפה', 'נהריה', 'פוריה', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'וולפסון', 'מעיני-הישועה']",546.80999988,576.0,5,7
"['רבקה-זיו', 'ברזילי', 'יוספטל', 'קפלן', 'הדסה', 'סורוקה', 'רבין-השרון', 'אסותא-אשדוד', 'שערי-צדק', 'נצרת', 'אסף-הרופא', 'מאיר', 'לניאדו', 'רבין-בילינסון', 'רמבם', 'בני-ציון', 'כרמל', 'שיבא', 'הלל-יפה', 'נהריה', 'פוריה', 'וולפסון', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'מעיני-הישועה']",546.80999988,576.0,7,7
"['ברזילי', 'רבקה-זיו', 'יוספטל', 'הדסה', 'קפלן', 'סורוקה', 'רבין-השרון', 'אסותא-אשדוד', 'שערי-צדק', 'נצרת', 'אסף-הרופא', 'מאיר', 'לניאדו', 'רבין-בילינסון', 'רמבם', 'כרמל', 'בני-ציון', 'שיבא', 'הלל-יפה', 'וולפסון', 'נהריה', 'פוריה', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'מעיני-הישועה']",546.80999988,576.0,8,7
"['רבקה-זיו', 'ברזילי', 'הדסה', 'יוספטל', 'קפלן', 'סורוקה', 'רבין-השרון', 'אסותא-אשדוד', 'שיבא', 'נצרת', 'כרמל', 'אסף-הרופא', 'רבין-בילינסון', 'רמבם', 'בני-ציון', 'נהריה', 'לניאדו', 'מאיר', 'הלל-יפה', 'שערי-צדק', 'פוריה', 'וולפסון', 'איכילוב-סוראסקי', 'מעיני-הישועה', 'המרכזי-בעמק']",564.8699996800001,568.21,0,8
"['רבקה-זיו', 'ברזילי', 'הדסה', 'יוספטל', 'קפלן', 'סורוקה', 'רבין-השרון', 'אסותא-אשדוד', 'נצרת', 'כרמל', 'שיבא', 'אסף-הרופא', 'מאיר', 'בני-ציון', 'רבין-בילינסון', 'רמבם', 'נהריה', 'לניאדו', 'הלל-יפה', 'שערי-צדק', 'פוריה', 'וולפסון', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'מעיני-הישועה']",564.8699996800001,572.05,3,8
"['ברזילי', 'רבקה-זיו', 'הדסה', 'יוספטל', 'קפלן', 'סורוקה', 'רבין-השרון', 'אסותא-אשדוד', 'שיבא', 'כרמל', 'נצרת', 'אסף-הרופא', 'רבין-בילינסון', 'רמבם', 'מאיר', 'בני-ציון', 'נהריה', 'לניאדו', 'שערי-צדק', 'הלל-יפה', 'פוריה', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'וולפסון', 'מעיני-הישועה']",564.8699996800001,565.4250000000001,5,8
"['רבקה-זיו', 'הדסה', 'ברזילי', 'מעיני-הישועה', 'קפלן', 'סורוקה', 'רבין-השרון', 'אסותא-אשדוד', 'נצרת', 'שיבא', 'לניאדו', 'מאיר', 'רבין-בילינסון', 'אסף-הרופא', 'רמבם', 'יוספטל', 'נהריה', 'כרמל', 'הלל-יפה', 'שערי-צדק', 'פוריה', 'וולפסון', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'בני-ציון']",580.7599982649999,581.88,3,9
"['רבקה-זיו', 'הדסה', 'ברזילי', 'מעיני-הישועה', 'מאיר', 'קפלן', 'סורוקה', 'רבין-השרון', 'שיבא', 'אסותא-אשדוד', 'נצרת', 'רבין-בילינסון', 'לניאדו', 'רמבם', 'אסף-הרופא', 'יוספטל', 'נהריה', 'כרמל', 'הלל-יפה', 'שערי-צדק', 'פוריה', 'וולפסון', 'איכילוב-סוראסקי', 'המרכזי-בעמק', 'בני-ציון']",580.7599982649999,582.37,7,9
