priorities,real_happiness,after_strategy_happiness,strategy_id,num_of_flips
"['הלל-יפה', 'רמבם', 'נהריה', 'אסותא-אשדוד', 'פוריה', 'סורוקה', 'וולפסון', 'רבקה-זיו', 'מעיני-הישועה', 'אסף-הרופא', 'איכילוב-סוראסקי', 'שערי-צדק', 'המרכזי-בעמק', 'קפלן', 'רבין-בילינסון', 'ברזילי', 'הדסה', 'רבין-השרון', 'בני-ציון', 'שיבא', 'מאיר', 'כרמל', 'לניאדו', 'יוספטל', 'נצרת']",572.02,589.48,9,4
"['הלל-יפה', 'נהריה', 'ברזילי', 'אסותא-אשדוד', 'המרכזי-בעמק', 'סורוקה', 'רבקה-זיו', 'מעיני-הישועה', 'וולפסון', 'אסף-הרופא', 'איכילוב-סוראסקי', 'פוריה', 'שערי-צדק', 'קפלן', 'רבין-בילינסון', 'רמבם', 'הדסה', 'בני-ציון', 'רבין-השרון', 'שיבא', 'מאיר', 'כרמל', 'לניאדו', 'יוספטל', 'נצרת']",585.06999996,625.0,0,5
"['הלל-יפה', 'נהריה', 'ברזילי', 'אסותא-אשדוד', 'המרכזי-בעמק', 'סורוקה', 'רבקה-זיו', 'וולפסון', 'מעיני-הישועה', 'אסף-הרופא', 'איכילוב-סוראסקי', 'שערי-צדק', 'פוריה', 'קפלן', 'הדסה', 'רבין-בילינסון', 'רמבם', 'בני-ציון', 'רבין-השרון', 'מאיר', 'שיבא', 'כרמל', 'לניאדו', 'יוספטל', 'נצרת']",585.06999996,625.0,4,5
"['נצרת', 'ברזילי', 'נהריה', 'אסותא-אשדוד', 'המרכזי-בעמק', 'איכילוב-סוראסקי', 'וולפסון', 'רבקה-זיו', 'מעיני-הישועה', 'אסף-הרופא', 'בני-ציון', 'פוריה', 'רמבם', 'שערי-צדק', 'רבין-בילינסון', 'הדסה', 'קפלן', 'רבין-השרון', 'סורוקה', 'שיבא', 'מאיר', 'כרמל', 'לניאדו', 'יוספטל', 'הלל-יפה']",536.4099998300001,554.42000064,1,6
"['נצרת', 'ברזילי', 'נהריה', 'אסותא-אשדוד', 'המרכזי-בעמק', 'איכילוב-סוראסקי', 'וולפסון', 'רבקה-זיו', 'מעיני-הישועה', 'אסף-הרופא', 'בני-ציון', 'פוריה', 'הדסה', 'רמבם', 'שערי-צדק', 'רבין-בילינסון', 'קפלן', 'רבין-השרון', 'מאיר', 'סורוקה', 'שיבא', 'כרמל', 'לניאדו', 'יוספטל', 'הלל-יפה']",536.4099998300001,554.379997945,3,6
"['נצרת', 'ברזילי', 'אסותא-אשדוד', 'נהריה', 'המרכזי-בעמק', 'איכילוב-סוראסקי', 'וולפסון', 'אסף-הרופא', 'רבקה-זיו', 'מעיני-הישועה', 'רמבם', 'בני-ציון', 'רבין-בילינסון', 'פוריה', 'הדסה', 'שערי-צדק', 'קפלן', 'רבין-השרון', 'שיבא', 'מאיר', 'סורוקה', 'כרמל', 'לניאדו', 'יוספטל', 'הלל-יפה']",536.4099998300001,556.2099997,8,6
"['נצרת', 'ברזילי', 'נהריה', 'אסותא-אשדוד', 'המרכזי-בעמק', 'איכילוב-סוראסקי', 'וולפסון', 'רבקה-זיו', 'מעיני-הישועה', 'אסף-הרופא', 'רמבם', 'בני-ציון', 'רבין-בילינסון', 'הדסה', 'פוריה', 'שערי-צדק', 'קפלן', 'שיבא', 'מאיר', 'רבין-השרון', 'סורוקה', 'כרמל', 'לניאדו', 'יוספטל', 'הלל-יפה']",536.4099998300001,542.42999983,9,6
"['נצרת', 'ברזילי', 'נהריה', 'אסותא-אשדוד', 'קפלן', 'איכילוב-סוראסקי', 'וולפסון', 'רבקה-זיו', 'הלל-יפה', 'אסף-הרופא', 'כרמל', 'בני-ציון', 'פוריה', 'רבין-בילינסון', 'הדסה', 'מעיני-הישועה', 'המרכזי-בעמק', 'רבין-השרון', 'שיבא', 'מאיר', 'סורוקה', 'שערי-צדק', 'לניאדו', 'יוספטל', 'רמבם']",533.07999936,538.7399991999999,1,7
"['נצרת', 'ברזילי', 'נהריה', 'אסותא-אשדוד', 'קפלן', 'איכילוב-סוראסקי', 'וולפסון', 'רבקה-זיו', 'הלל-יפה', 'אסף-הרופא', 'כרמל', 'בני-ציון', 'הדסה', 'פוריה', 'רבין-בילינסון', 'מעיני-הישועה', 'המרכזי-בעמק', 'מאיר', 'רבין-השרון', 'שיבא', 'סורוקה', 'שערי-צדק', 'לניאדו', 'יוספטל', 'רמבם']",533.07999936,540.15000032,3,7
"['נצרת', 'ברזילי', 'נהריה', 'אסותא-אשדוד', 'מאיר', 'קפלן', 'איכילוב-סוראסקי', 'וולפסון', 'רבקה-זיו', 'הלל-יפה', 'אסף-הרופא', 'כרמל', 'בני-ציון', 'רבין-בילינסון', 'הדסה', 'פוריה', 'מעיני-הישועה', 'המרכזי-בעמק', 'שיבא', 'רבין-השרון', 'סורוקה', 'שערי-צדק', 'לניאדו', 'יוספטל', 'רמבם']",533.07999936,541.00465104,7,7
"['נצרת', 'ברזילי', 'נהריה', 'אסותא-אשדוד', 'קפלן', 'איכילוב-סוראסקי', 'וולפסון', 'רבקה-זיו', 'הלל-יפה', 'אסף-הרופא', 'כרמל', 'רבין-בילינסון', 'הדסה', 'בני-ציון', 'פוריה', 'מעיני-הישועה', 'שיבא', 'מאיר', 'המרכזי-בעמק', 'רבין-השרון', 'סורוקה', 'שערי-צדק', 'לניאדו', 'רמבם', 'יוספטל']",533.07999936,541.54999936,9,7
